CourseId,ReviewId,Review,Label,SemanticUnits
intro-data-science-programacion-estadistica-r,754,Un curso muy interesante que fue de gran ayuda para hacer contacto por primera vez con R,4,['un curso muy interesante que fue de gran ayuda para hacer contacto por primera vez con r']
intro-data-science-programacion-estadistica-r,755,"El curso fue bastante básico y la carga de tareas fue desproporcionada para el tiempo, la semana 1 y 2 contenían actividades muy cortas pero la 3 fue un poco más extensa. Soy consciente de que es un curso introductorio, pero tal vez el método con Swirl debería cambiar un poco para no tener que escribir exactamente lo que el programa pide, así los usuarios tendrían que pensar un poco más",3,"['el curso fue bastante b sico', 'la carga de tareas fue desproporcionada para el tiempo la semana 1', '2 conten actividades muy cortas pero la 3 fue un poco extensa', 'soy consciente de que es un curso introductorio pero tal vez el', 'todo con swirl deber cambiar un poco para no tener que escribir exactamente lo que el programa pide', 'los usuarios tendr que pensar un poco']"
intro-data-science-programacion-estadistica-r,756,Excelente curso! Felicitaciones al maestro :),5,"['excelente curso', 'felicitaciones al maestro']"
intro-data-science-programacion-estadistica-r,757,"Excelente curso, sugiero que se realice mas practicas con bases de datos un ejercicio mas completo",4,['excelente curso sugiero que se realice mas practicas con bases de datos un ejercicio mas completo']
intro-data-science-programacion-estadistica-r,758,Muy buen curso que permite conocer este sistema estadístico,5,['muy buen curso que permite conocer este sistema estad stico']
intro-data-science-programacion-estadistica-r,759,"Excelente Curso, lo recomiendo...",5,['excelente curso lo recomiendo']
intro-data-science-programacion-estadistica-r,760,Muy buen curso,5,['muy buen curso']
intro-data-science-programacion-estadistica-r,761,"Fue mi primer contacto con R y para esto es ideal. La última semana muestra los contenidos de forma apresurada, pero los demás contenidos son muy buenos como introducción. La herramienta (swirl) es muy buena, realmente te lleva paso a paso para aprender.",4,"['fue mi primer contacto con r para esto es ideal', 'la ltima semana muestra los contenidos de forma apresurada pero los dem', 'contenidos son muy buenos como introducci n', 'la herramienta swirl es muy buena realmente te lleva paso paso para aprender']"
intro-data-science-programacion-estadistica-r,762,"Hacía mucho tiempo que no programaba en ningún lenguaje de programación, dado mi interés por la estadística y mi gusto por la computación debo decir que este curso me gusto mucho y me dejo más interesado en seguir explorando R para aprender a manejarlo mejor:",5,"['hac mucho tiempo que no programaba en ning n lenguaje de programaci n dado mi inter', 'por la estad stica mi gusto por la computaci n debo decir que este curso', 'gusto mucho dejo interesado en seguir explorando r para aprender manejarlo mejor']"
intro-data-science-programacion-estadistica-r,763,Muy entendible las lecciones !!,5,['muy entendible las lecciones']
intro-data-science-programacion-estadistica-r,764,Creo que deberían de hacer una segunda parte; o realizar cursos especializados en ciertas funciones de R.,5,"['creo que deber de hacer una segunda parte', 'realizar cursos especializados en ciertas funciones de r']"
intro-data-science-programacion-estadistica-r,765,"Excelente curos para aquellos que no han manejado el programa R, se da un amplio panorama de lo que abarca R así como sus usos, y se dan las herramientas para que lo puedas trabajar respecto a otros problemas.",5,"['excelente curos para aquellos que no han manejado el programa r se da un amplio panorama de lo que abarca r', 'como sus usos se dan las herramientas para que lo puedas trabajar respecto otros problemas']"
intro-data-science-programacion-estadistica-r,766,Excelente curso para animarse a empezar a trbajar con r en el ejercicio de nuestras profesiones,5,['excelente curso para animarse empezar trbajar con r en el ejercicio de nuestras profesiones']
intro-data-science-programacion-estadistica-r,767,para partir conociendo el funcionamiento el curso esta bueno bueno,5,['para partir conociendo el funcionamiento el curso esta bueno bueno']
intro-data-science-programacion-estadistica-r,768,Si está bueno pero siento que le falta más claridad cuando suele pedir ciertas cosas en la práctica por que luego no se entiende muy bien,4,"['si est bueno pero siento que le falta', 'claridad cuando suele pedir ciertas cosas en la pr ctica por que luego no se entiende muy bien']"
intro-data-science-programacion-estadistica-r,769,"Gran curso, y gran profesor. Imprescindible para introducirse en el mundo de R",4,"['gran curso gran profesor', 'imprescindible para introducirse en el mundo de r']"
intro-data-science-programacion-estadistica-r,770,"Esta Genial... seria bueno que saquen cursos como este para C++ y Java, entre otros.",5,"['esta genial', 'seria bueno que saquen cursos como este para c java entre otros']"
intro-data-science-programacion-estadistica-r,771,Excelente el curso y muy útil para la vida diaria. Muchas Gracias,5,"['excelente el curso muy til para la vida diaria', 'muchas gracias']"
intro-data-science-programacion-estadistica-r,772,"Muy completo y simple, pero de gran utilidad.",4,['muy completo simple pero de gran utilidad']
intro-data-science-programacion-estadistica-r,773,Generar un material de consulta y ser mas claro en los objetivos de cada sesión.,3,['generar un material de consulta ser mas claro en los objetivos de cada sesi n']
intro-data-science-programacion-estadistica-r,774,Justo lo que necesitaba.,5,['justo lo que necesitaba']
intro-data-science-programacion-estadistica-r,775,Excelente Curso,5,['excelente curso']
intro-data-science-programacion-estadistica-r,776,"Buen ritmo, preciso en su contenido. Las prácticas coherentes con la teoría. Excelente",5,"['buen ritmo preciso en su contenido', 'las pr cticas coherentes con la teor', 'excelente']"
intro-data-science-programacion-estadistica-r,777,¡Excelente curso! Es muy completo y riguroso. Todas las lecciones las he empezado a aplicar a mi campo laboral.,5,"['¡excelente curso', 'es muy completo riguroso', 'todas las lecciones las empezado aplicar mi campo laboral']"
intro-data-science-programacion-estadistica-r,778,Un excelente curso introductorio y con una consola interactiva que te lleva de la mano.,4,['un excelente curso introductorio con una consola interactiva que te lleva de la mano']
intro-data-science-programacion-estadistica-r,779,"Me gusto, felicidades!",5,"['me gusto, felicidades']"
intro-data-science-programacion-estadistica-r,780,"Es muy interesante, me inscribi al curso porque queria conocer desde basico como se manejaba lenguaje R para poder utilizarlo en otra aplicaciones de minerias de datos.",2,['es muy interesante inscribi al curso porque queria conocer desde basico como se manejaba lenguaje r para poder utilizarlo en otra aplicaciones de minerias de datos']
intro-data-science-programacion-estadistica-r,781,"Buen curso, bastante didactico.",5,['buen curso bastante didactico']
intro-data-science-programacion-estadistica-r,782,Excelente curso introductorio a R,5,['excelente curso introductorio r']
intro-data-science-programacion-estadistica-r,783,"Muy buen curso para alguien que no sabe NADA de este programa, como era mi caso. No es que la persona sale con todos los conocimientos aprendidos pero te permite generar una buena base para empezar a trabajar. Los vídeos a veces son enredados o sin ejemplos pero la practica es estupenda.",5,"['muy buen curso para alguien que no sabe nada de este programa como era mi caso', 'no es que la persona sale con todos los conocimientos aprendidos pero te permite generar una buena base para empezar trabajar', 'los v deos veces son enredados', 'sin ejemplos pero la practica es estupenda']"
intro-data-science-programacion-estadistica-r,784,Excelente curso introductorio a R. Ojalá puedan realizar cursos intermedios y avanzados sobre aspectos más específicos (como el uso de R en econometría).,5,"['excelente curso introductorio r', 'ojal puedan realizar cursos intermedios avanzados sobre aspectos', 'espec ficos como el uso de r en econometr']"
intro-data-science-programacion-estadistica-r,785,Muy didáctico y completo,5,['muy ctico completo']
intro-data-science-programacion-estadistica-r,786,Es perfecto si no conoces nada de R y tienes nociones básicas de estadística. Acá aprendes desde cero y las explicaciones son muy buenas.,5,"['es perfecto si no conoces nada de r', 'tienes nociones b sicas de estad stica', 'ac aprendes desde cero las explicaciones son muy buenas']"
intro-data-science-programacion-estadistica-r,787,Clara introducción a R,4,['clara introducci n r']
intro-data-science-programacion-estadistica-r,788,"No está enfocado a la realización de análisis estadísticos (contraste de hipótesis, inferencias y tal) con R, sino a la programación con el mismo. Muy útil para los que quieran iniciarse en este lenguaje. La parte de gráficas si es más práctica para quien tenga interés en análisis estadísticos.",4,"['no est enfocado la realizaci n de', 'lisis estad sticos contraste de hip tesis inferencias', 'tal con r sino la programaci n con el mismo', 'muy til para los que quieran iniciarse en este lenguaje', 'la parte de gr ficas si es', 'pr ctica para quien tenga inter en lisis estad sticos']"
intro-data-science-programacion-estadistica-r,789,Curso ameno y de fácil comprensión. Cumple su función de introducción a la programación estadística. No requiere disponer de tener mucho tiempo para poder realizarlo.,5,"['curso ameno de f cil comprensi n', 'cumple su funci n de introducci n la programaci n estad stica', 'no requiere disponer de tener mucho tiempo para poder realizarlo']"
intro-data-science-programacion-estadistica-r,790,Muy buen acercamiento a la Data Science. Felicitaciones,5,"['muy buen acercamiento la data science', 'felicitaciones']"
intro-data-science-programacion-estadistica-r,791,"¡ Excelente, muy práctico y sencillo de llevar !",5,['excelente muy pr ctico sencillo de llevar']
intro-data-science-programacion-estadistica-r,792,"El curso tiene buenos contenidos pero están demasiado desordenados, no se sigue una linea lógica de aprendizaje (de básico a complejo) sino que todo esta mezclado por lo que es muy difícil entenderle al instructor.",3,"['el curso tiene buenos contenidos pero est n demasiado desordenados no se sigue una linea l gica de aprendizaje de b sico', 'complejo sino que todo esta mezclado por lo que es muy dif cil entenderle al instructor']"
intro-data-science-programacion-estadistica-r,793,"Excelente, muy conciso el profesor. Partiendo del principio de que es un curso inicial, nos dió una visión general del uso de las distintas funciones en R. Ideal para tomar este curso inicial y profundizar en combinaciones y usos más avanzados de la herramienta.",5,"['excelente muy conciso el profesor', 'partiendo del principio de que es un curso inicial nos di una visi n general del uso de las distintas funciones en r', 'ideal para tomar este curso inicial', 'profundizar en combinaciones usos avanzados de la herramienta']"
intro-data-science-programacion-estadistica-r,794,Muy buen curso de iniciación en el lenguaje R,5,['muy buen curso de iniciaci n en el lenguaje r']
intro-data-science-programacion-estadistica-r,795,Excelente curso para quien quiere aprender lo básico de R,5,['excelente curso para quien quiere aprender lo b sico de r']
intro-data-science-programacion-estadistica-r,796,Nice Course to be introduced in R programming very well explained.,4,['nice course introduced r programming well explained']
intro-data-science-programacion-estadistica-r,797,"Bien en general, tal vez faltó alguna práctica en la que se incluyera el curso en su totalidad; es decir, algún proyecto para terminar.Felicitaciones.",5,"['bien en general tal vez falt alguna pr ctica en la que se incluyera el curso en su totalidad es decir alg n proyecto para terminar', 'felicitaciones']"
intro-data-science-programacion-estadistica-r,798,Un curso esencial para introducirse al mundo de R y RStudio. Es sencillo y ha cumplido mis expectativas de familiarizarme con las herramientas y el lenguaje básicos en este programa. Muy recomendable.,5,"['un curso esencial para introducirse al mundo de r rstudio', 'es sencillo ha cumplido mis expectativas de familiarizarme con las herramientas', 'el lenguaje b sicos en este programa', 'muy recomendable']"
intro-data-science-programacion-estadistica-r,799,"muy bueno el curso, no me miente con el contenido y gracias por ser de conocimiento libre pero en este momento lo dare de baja a mitad del mismo porque no dispongo del tiempo pero me gustaria retomarlo luego",5,"['muy bueno el curso no miente con el contenido', 'gracias por ser de conocimiento libre pero en este momento lo dare de baja', 'mitad del mismo porque no dispongo del tiempo pero gustaria retomarlo luego']"
intro-data-science-programacion-estadistica-r,800,Uso básico de la herramienta,5,['uso b sico de la herramienta']
intro-data-science-programacion-estadistica-r,801,"Práctico, simple y de acuerdo a un curso introductorio. Gracias",5,"['pr ctico simple de acuerdo un curso introductorio', 'gracias']"
intro-data-science-programacion-estadistica-r,802,"Excelente curso que ofrece las bases suficientes para comenzar a desarrollar análisis estadístico, bastante completo y muy buen asesoramiento, la herramienta para hacer las prácticas en SWIRL de lo mejor.",5,"['excelente curso que ofrece las bases suficientes para comenzar', 'desarrollar lisis estad stico bastante completo', 'muy buen asesoramiento la herramienta para hacer las pr cticas en swirl de lo mejor']"
intro-data-science-programacion-estadistica-r,803,"Muy buen curso, lo recomiendo bastante, con este curso tienes las bases para entender la lógica en R.",5,['muy buen curso lo recomiendo bastante con este curso tienes las bases para entender la l gica en r']
intro-data-science-programacion-estadistica-r,804,"100% recomendable, un curso excelentemente hecho!",5,['100 recomendable un curso excelentemente hecho']
intro-data-science-programacion-estadistica-r,805,"Me pareció un curso muy interesante, bastante didáctico. Es un buen curso para introducirte a la programación en R.",5,"['pareci un curso muy interesante bastante ctico', 'es un buen curso para introducirte la programaci n en r']"
intro-data-science-programacion-estadistica-r,806,En las tareas se repetía lo explicado en los videos estaria mejor un poco mas de reto.,4,['en las tareas se repet lo explicado en los videos estaria mejor un poco mas de reto']
intro-data-science-programacion-estadistica-r,807,Muy bueno el tema y fácil de entender,5,['muy bueno el tema f cil de entender']
intro-data-science-programacion-estadistica-r,808,Excelente!,5,['excelente']
intro-data-science-programacion-estadistica-r,809,"Buenísimo, muy bien explicado y completo para iniciarse en el lenguaje",5,['buen simo muy bien explicado completo para iniciarse en el lenguaje']
intro-data-science-programacion-estadistica-r,810,"Muy buen curso para obtener nociones básicos de programación en R, lo recomiendo total!",5,['muy buen curso para obtener nociones b sicos de programaci n en r lo recomiendo total']
intro-data-science-programacion-estadistica-r,811,"Ha sido muy beneficioso llevar este curso, ya tengo una mejor visión de R. Sería ideal si hacen otros más ya con estadística aplicada. Gracias!",5,"['ha sido muy beneficioso llevar este curso ya tengo una mejor visi n de r', 'ser ideal si hacen otros ya con estad stica aplicada', 'gracias']"
intro-data-science-programacion-estadistica-r,812,"Muy buen curso, explicado de manera correcta. Además muy útil para todos aquellos que necesiten analizar datos.",5,"['muy buen curso explicado de manera correcta', 'adem muy til para todos aquellos que necesiten analizar datos']"
intro-data-science-programacion-estadistica-r,813,ME GUSTO MUCHO LAS EXPLICACIONES Y EN GENERAL EL CONTENIDO DE MATERIAL MUY DIDÁCTICO Y PRACTICO,4,['gusto mucho las explicaciones en general el contenido de material muy ctico practico']
intro-data-science-programacion-estadistica-r,814,"Aprendi varias cosas de R, es un programa genial y ojala existan mas tips del profesor para programar como regresiones intervalos de confianza o hipotesis",5,"['aprendi varias cosas de r es un programa genial', 'ojala existan mas tips del profesor para programar como regresiones intervalos de confianza hipotesis']"
intro-data-science-programacion-estadistica-r,815,"Excelente, totalmente recomendado.",5,['excelente totalmente recomendado']
intro-data-science-programacion-estadistica-r,816,Great course!,5,['great course']
intro-data-science-programacion-estadistica-r,817,Las tareas prácticas son útiles y ayudan a entender el programa.,4,['las tareas pr cticas son tiles ayudan entender el programa']
intro-data-science-programacion-estadistica-r,818,"Excelente curso. Práctico, intuitivo, bien fundamentado y deja espacio para ampliar los conceptos fuera de los lineamientos base del mismo. muchas gracias!!! Recomendado para quienes empiezan a trabajar con este modo de programación estadística",5,"['excelente curso', 'pr ctico intuitivo bien fundamentado deja espacio para ampliar los conceptos fuera de los lineamientos base del mismo', 'muchas gracias', 'recomendado para quienes empiezan trabajar con este modo de programaci n estad stica']"
intro-data-science-programacion-estadistica-r,819,"Muy buen curso, explicación clara y amena. Gracias :)",5,"['muy buen curso explicaci n clara amena', 'gracias :)']"
intro-data-science-programacion-estadistica-r,820,Un curso muy bien diseñado y fácil de entender.,5,['un curso muy bien dise ado f cil de entender']
intro-data-science-programacion-estadistica-r,821,"Fantástico curso, perfectamente explicado y muy útil.",5,['fant stico curso perfectamente explicado muy til']
intro-data-science-programacion-estadistica-r,822,Es un buen curso de introducción a R. Mis felicitaciones al Profesor Carlos y su equipo.,5,"['es un buen curso de introducci n r', 'mis felicitaciones al profesor carlos su equipo']"
intro-data-science-programacion-estadistica-r,823,Excelente curso muy bueno y explicacion sencilla de las cosas,5,['excelente curso muy bueno explicacion sencilla de las cosas']
intro-data-science-programacion-estadistica-r,824,Es una muy buena introducción a R y análisis de datos. Me hubiera gustado que durara mas y profundizara más en los temas de análisis de datos.,4,"['es una muy buena introducci n r lisis de datos', 'hubiera gustado que durara mas profundizara', 'en los temas de lisis de datos']"
intro-data-science-programacion-estadistica-r,825,genial,5,['genial']
intro-data-science-programacion-estadistica-r,826,"Hay que tratar de indicar los problemas que hay en el foro en las explicaciones o en el programa, pero esta muy bueno",5,"['hay que tratar de indicar los problemas que hay en el foro en las explicaciones', 'en el programa pero esta muy bueno']"
intro-data-science-programacion-estadistica-r,827,"Muy bueno, te enseñas muchas cosas básicas para iniciar pero después se va poniendo más interesante, la forma de aprender directo metiendo manos en la misma herramienta R es lo que le da un plus extra.",5,"['muy bueno te ense muchas cosas b sicas para iniciar pero despu', 'se va poniendo interesante la forma de aprender directo metiendo manos en la misma herramienta r es lo que le da un plus extra']"
intro-data-science-programacion-estadistica-r,828,Es un excelente curso,5,['es un excelente curso']
intro-data-science-programacion-estadistica-r,829,"El profesor es muy claro en cada video, muestra ejemplos sencillos y cada módulo tiene su tiempo y actividad justa. He aprendido desde 0 y ya tengo nociones para empezar a usar el programa y realizar mis primeros análisis de datos en R. Muchas gracias!",5,"['el profesor es muy claro en cada video muestra ejemplos sencillos', 'cada dulo tiene su tiempo actividad justa', 'aprendido desde 0 ya tengo nociones para empezar', 'usar el programa realizar mis primeros lisis de datos en r', 'muchas gracias']"
intro-data-science-programacion-estadistica-r,830,"Así es como deberían ser todos los cursos de programación. El curso está muy bien organizado y dura muy poquito (4 semanas), lo cual es más que suficiente, ya que se cubren de sobra las funciones más básicas de R (además de alguna no tan básica).El profesor ha explicado las clases con suficiente calma como incluso para tomar apuntes durante la explicación.Antes de hacer el curso, pensaba en R como un lenguaje demasiado complejo. Es cierto que es un lenguaje con muchísimas funciones, algunas demasiado concretas y especializadas, pero después de hacer el curso me he dado cuenta de que existen una serie de funciones básicas con las que se puede hacer un montón de cosas de forma relativamente sencilla, sobre todo en cuanto a operaciones matemáticas sencillas, funciones estadísticas elementales y representación gráfica. Todo ello, mucho más fácil de realizar si se utiliza el entorno de RStudio, que también se explica someramente en este curso.Hoy en día, con tanta demanda en el sector del Big Data, este lenguaje se ha convertido en una herramienta esencial (puede que la más fundamental de todas) muy requerida en el mercado laboral.En resumen: Todo perfecto por mi parte.PD: Aunque algún alumno se ha quejado del funcionamiento del sistema de evaluación de tareas, a mi me ha funcionado perfectamente (solo he seguido con cuidado las instrucciones que se dan en swirl). Supongo que esa puede ser una ""pega"" a la hora de elegir este curso.",5,"['es como deber ser todos los cursos de programaci n', 'el curso est muy bien organizado', 'dura muy poquito 4 semanas lo cual es', 'que suficiente ya que se cubren de sobra las funciones', 'b sicas de r adem de alguna no tan b sica', 'el profesor ha explicado las clases con suficiente calma como incluso para tomar apuntes durante la explicaci n', 'antes de hacer el curso pensaba en r como un lenguaje demasiado complejo', 'es cierto que es un lenguaje con much simas funciones algunas demasiado concretas', 'especializadas pero despu de hacer el curso', 'dado cuenta de que existen una serie de funciones b sicas con las que se puede hacer un mont n de cosas de forma relativamente sencilla sobre todo en cuanto', 'operaciones matem ticas sencillas funciones estad sticas elementales representaci n gr fica', 'todo ello mucho f cil de realizar si se utiliza el entorno de rstudio que tambi n se explica someramente en este curso', 'hoy en con tanta demanda en el sector del big data este lenguaje se ha convertido en una herramienta esencial puede que la', 'fundamental de todas muy requerida en el mercado laboral', 'en resumen todo perfecto por mi parte', 'pd aunque alg n alumno se ha quejado del funcionamiento del sistema de evaluaci n de tareas', 'mi ha funcionado perfectamente solo seguido con cuidado las instrucciones que se dan en swirl', 'supongo que esa puede ser una pega', 'la hora de elegir este curso']"
intro-data-science-programacion-estadistica-r,831,"El curso es altamente recomendable. Me ha encantado la dinámica, y la evaluación del curso. Enhorabuena.",4,"['el curso es altamente recomendable', 'ha encantado la din mica la evaluaci n del curso', 'enhorabuena']"
intro-data-science-programacion-estadistica-r,832,"Muy buen curso!, desde conceptos básicos de uso de R, hasta herramientas avanzadas",5,"['muy buen curso', 'desde conceptos b sicos de uso de r hasta herramientas avanzadas']"
intro-data-science-programacion-estadistica-r,833,"Buena, y amena, introducción a R",4,['buena amena introducci n r']
intro-data-science-programacion-estadistica-r,834,"Un excelente curso, ideal tanto para quienes quieran comenzar a utilizar la excelente herramienta que es R, como para quienes la utilizan y quieren aprender mas. Me fue muy útil para mi tesis de pregrado de Ingeniería de petróleos. Muchas Gracias.",5,"['un excelente curso ideal tanto para quienes quieran comenzar', 'utilizar la excelente herramienta que es r como para quienes la utilizan quieren aprender mas', 'fue muy til para mi tesis de pregrado de ingenier de petr leos', 'muchas gracias']"
intro-data-science-programacion-estadistica-r,835,"Excelente instructor del curso, clases muy agradables e interesantes. ¡Muchas gracias!",5,"['excelente instructor del curso clases muy agradables e interesantes', '¡muchas gracias']"
intro-data-science-programacion-estadistica-r,836,Excelente curso teórico práctico con lo básico para iniciar en R. Lo mejor son las prácticas que te permiten familiarizarte con el lenguaje.,5,"['excelente curso te rico pr ctico con lo b sico para iniciar en r', 'lo mejor son las pr cticas que te permiten familiarizarte con el lenguaje']"
intro-data-science-programacion-estadistica-r,837,Muy bueno. Recomendado para las personas que desean aventurarse a conocer este grandioso programa y todas sus utilidades.,5,"['muy bueno', 'recomendado para las personas que desean aventurarse', 'conocer este grandioso programa todas sus utilidades']"
intro-data-science-programacion-estadistica-r,838,Estupendo e intuitivo,4,['estupendo e intuitivo']
intro-data-science-programacion-estadistica-r,839,Bueno,4,['bueno']
intro-data-science-programacion-estadistica-r,840,Un gran curso. Felicidades a profesor por su clases magistrales.,5,"['un gran curso', 'felicidades profesor por su clases magistrales']"
intro-data-science-programacion-estadistica-r,841,"Nice, simple. You learn basics of R",5,"['nice, simple', 'learn basics r']"
intro-data-science-programacion-estadistica-r,842,"Buen curso introductorio, pero quizá demasiado, le falta ambición al plantear enunciados y problemas, así los foros de debate solo sirven para resolver dudas de instalación y demás en vez de comentar ejercicios y posibles soluciones y aprender más.",4,"['buen curso introductorio pero quiz demasiado le falta ambici n al plantear enunciados', 'problemas los foros de debate solo sirven para resolver dudas de instalaci n', 'dem en vez de comentar ejercicios posibles soluciones aprender']"
intro-data-science-programacion-estadistica-r,843,Está bueno.,4,['está bueno']
intro-data-science-programacion-estadistica-r,844,"El curso es una gran introducción al manejo de un lenguaje de programación que puede resultar un poco confuso al inicio. Al final del curso me siento más cómodo de R y RStudio. Particularmente, siento que brinda muchas herramientas en lo que respecta a la gratificación de los datos. Es un curso que recomendaría para quienes nunca han tenido una aproximación a R o para quienes aún habiendo experimentado algunas cosas en este programa, no se sienten cómodos empleándolo.",5,"['el curso es una gran introducci n al manejo de un lenguaje de programaci n que puede resultar un poco confuso al inicio', 'al final del curso siento c modo de r rstudio', 'particularmente siento que brinda muchas herramientas en lo que respecta', 'la gratificaci n de los datos', 'es un curso que recomendar para quienes nunca han tenido una aproximaci n', 'r para quienes n habiendo experimentado algunas cosas en este programa no se sienten c modos emple ndolo']"
intro-data-science-programacion-estadistica-r,845,bastante bueno!!!,5,['bastante bueno']
intro-data-science-programacion-estadistica-r,846,"Excelente curso, muy practico.",5,['excelente curso muy practico']
intro-data-science-programacion-estadistica-r,847,Excelente para aquellos que necesitan una base solida de R.,5,['excelente para aquellos que necesitan una base solida de r']
intro-data-science-programacion-estadistica-r,848,"Un curso verdaderamente introductorio, de los que tienen la curva de dificultad más razonable para un principiante. Se puede auditar gratis. Ameno el instructor pero lento, recomiendo subirle la velocidad al video en los controles.",5,"['un curso verdaderamente introductorio de los que tienen la curva de dificultad razonable para un principiante', 'se puede auditar gratis', 'ameno el instructor pero lento recomiendo subirle la velocidad al video en los controles']"
intro-data-science-programacion-estadistica-r,849,"El curso me parece una gran introducción a R. Las tareas que se realizan son de un nivel de dificultad adecuado a las presentaciones. El curso funciona incluso solo realizando las tareas, pues los comentarios guían muy bien al que esta programando. No llega a ser perfecto porque las tareas tienen ciertos problemas al ejecutar los códigos.",4,"['el curso parece una gran introducci n r', 'las tareas que se realizan son de un nivel de dificultad adecuado las presentaciones', 'el curso funciona incluso solo realizando las tareas pues los comentarios gu', 'muy bien al que esta programando', 'no llega ser perfecto porque las tareas tienen ciertos problemas al ejecutar los c digos']"
intro-data-science-programacion-estadistica-r,850,Wonderful course and great professor. I learnt a lot during this short course.,5,"['wonderful course great professor', 'learnt lot short course']"
intro-data-science-programacion-estadistica-r,851,Es un curso que te permite conocer lo básico de R y es una buena introducción para empezar a aprender más sobre este Sub-lenguaje.,5,"['es un curso que te permite conocer lo b sico de r', 'es una buena introducci n para empezar aprender sobre este sub lenguaje']"
intro-data-science-programacion-estadistica-r,852,.,5,[]
intro-data-science-programacion-estadistica-r,853,"Me pareció un curso sumamente útil especialmente por la utilidad, claridad y simplicidad con que se explican los tópicos en el paquete swirl. No obstante, quedé un poco disconforme con algunos vídeos por el hecho de ser un poco superficiales y con ejemplos explicados de forma muy rápida y, en ocasiones, poco clara. Gracias por la oportunidad!",4,"['pareci un curso sumamente til especialmente por la utilidad claridad', 'simplicidad con que se explican los picos en el paquete swirl', 'no obstante qued un poco disconforme con algunos v deos por el hecho de ser un poco superficiales', 'con ejemplos explicados de forma muy r pida en ocasiones poco clara', 'gracias por la oportunidad']"
intro-data-science-programacion-estadistica-r,854,Muy buen curso. Altamente recomendable para quienes inician.,5,"['muy buen curso', 'altamente recomendable para quienes inician']"
intro-data-science-programacion-estadistica-r,855,"Un curso básico como muchos pensarían, pero para ser una introducción al lenguaje de R, en mi opinión está a la altura, superando mis expectativas...",5,"['un curso b sico como muchos pensar', 'pero para ser una introducci n al lenguaje de r en mi opini n est la altura superando mis expectativas']"
intro-data-science-programacion-estadistica-r,856,"Introductorio, pero muy didáctico y recomendable",5,['introductorio pero muy ctico recomendable']
intro-data-science-programacion-estadistica-r,857,"Un curso muy recomendable sobre el manejo, a nivel básico, del software R. Ha sido instructivo y en general muy bien estructurado.",5,"['un curso muy recomendable sobre el manejo', 'nivel b sico del software r', 'ha sido instructivo en general muy bien estructurado']"
intro-data-science-programacion-estadistica-r,858,Empiezo feliz un nuevo curso con ansias. Super recomendado este portal. Ahora en vacaciones con mas trabajo y verano se ve bien esta info de TI en Big Data.,4,"['empiezo feliz un nuevo curso con ansias', 'super recomendado este portal', 'ahora en vacaciones con mas trabajo', 'verano se bien esta info de ti en big data']"
intro-data-science-programacion-estadistica-r,859,Muy buen curso introductorio al uso del lenguaje R,5,['muy buen curso introductorio al uso del lenguaje r']
intro-data-science-programacion-estadistica-r,860,Muy didactico!!!,4,['muy didactico']
intro-data-science-programacion-estadistica-r,861,realmente me gusto mucho fue genial,5,['realmente gusto mucho fue genial']
intro-data-science-programacion-estadistica-r,862,Excelente,5,['excelente']
intro-data-science-programacion-estadistica-r,863,"Me parece que el curso es una introducción perfecta al lenguaje de programación R, ademas los ejemplos ayudan bastante.",5,['parece que el curso es una introducci n perfecta al lenguaje de programaci n r ademas los ejemplos ayudan bastante']
intro-data-science-programacion-estadistica-r,864,Excelente curso!!,4,['excelente curso']
intro-data-science-programacion-estadistica-r,865,"Es un buen curso para darse una idea general de lo que se puede hacer en R y para qué sirve. Estaría muy bien que existiera la opción de tomar este curso sólo con texto, ésto porque me cuesta un poco mantenerme atento al video. Agradezco que se hayan tomado el tiempo para hacer el curso, es un aporte para la comunidad hispana.",4,"['es un buen curso para darse una idea general de lo que se puede hacer en r para qu sirve', 'estar muy bien que existiera la opci n de tomar este curso', 'lo con texto sto porque cuesta un poco mantenerme atento al video', 'agradezco que se hayan tomado el tiempo para hacer el curso es un aporte para la comunidad hispana']"
intro-data-science-programacion-estadistica-r,866,"Excelente curso, muy versátil",5,['excelente curso muy vers til']
intro-data-science-programacion-estadistica-r,867,"muy dinamico y buenas explicaciones, facil de aprender y divertido",5,['muy dinamico buenas explicaciones facil de aprender divertido']
intro-data-science-programacion-estadistica-r,868,"Muy buen curso, para dar inicio a la programación con R",5,['muy buen curso para dar inicio la programaci n con r']
intro-data-science-programacion-estadistica-r,869,Un curso introductorio bastante completo y con aspectos muy interesantes para profundizar en el estudio de Data Science. Muy bueno!,5,"['un curso introductorio bastante completo con aspectos muy interesantes para profundizar en el estudio de data science', 'muy bueno']"
intro-data-science-programacion-estadistica-r,870,Muy buen curso felicidades,5,['muy buen curso felicidades']
intro-data-science-programacion-estadistica-r,871,"Es un buen curso introductorio al lenguaje R, muy completo, 100% recomendado para aprender a trabajar con esa poderosa herramienta.",5,['es un buen curso introductorio al lenguaje r muy completo 100 recomendado para aprender trabajar con esa poderosa herramienta']
intro-data-science-programacion-estadistica-r,872,"Excelente Curso, nos da la oportunidad de conocer una nueva herramienta que al practicar con ella podremos realizar diversas tareas de diferentes áreas.",5,['excelente curso nos da la oportunidad de conocer una nueva herramienta que al practicar con ella podremos realizar diversas tareas de diferentes reas']
